nEvt,trueE,nPi0,nPiCh,nShowers,maxShowerLength,maxOpenAngle,nTracks,maxTrackLength,nStubs
22,0.908126,1,0,2,56.4586,0.152895,1,140.522,2
23,2.6032,6,0,3,79.3786,0.425093,3,77.8587,3
24,0.784392,0,0,1,3.25017,0.39326,2,140.35,5
25,2.47578,1,0,1,92.2698,0.126283,3,263.783,1
26,1.74873,1,0,1,70.4168,0.266842,2,196.462,2
27,1.43061,0,1,1,19.3111,0.163646,2,131.737,3
28,1.44572,2,0,2,8.80901,0.260337,3,230.41,2
29,1.71445,1,2,3,32.5448,0.213407,6,76.0922,8
30,0.820828,1,0,1,131.421,0.213711,1,2.00321,2
31,1.37694,1,0,5,21.9108,0.527664,2,76.2049,3
32,3.36787,1,1,2,42.1373,0.186924,2,22.0016,5
33,2.64765,1,1,2,97.4243,0.374052,1,129.089,0
34,3.04777,1,0,0,0,0,2,177.261,1
35,3.37041,1,1,5,63.1391,0.291623,4,55.8415,1
36,0.671905,0,0,1,3.97626,0.147614,3,41.5306,3
37,1.95122,1,0,1,14.6088,0.189892,2,61.1038,1
38,0.635704,0,0,0,0,0,0,0,0
39,3.83697,0,1,1,4.18747,0.11702,3,185.997,0
40,1.89566,1,2,2,9.50914,0.186344,4,66.914,1
41,3.91014,0,1,1,7.74037,0.0605583,1,275.102,1
42,2.05197,1,1,1,39.5666,0.0815473,3,438.131,5
43,2.86896,0,0,5,29.982,0.938908,3,239.053,6
44,1.17747,1,0,2,51.5269,0.237489,1,222.389,1
45,1.43308,0,1,1,6.44871,0.318715,4,72.973,4
46,1.02951,0,1,0,0,0,3,35.9221,12
47,5.19985,1,0,3,103.695,0.222412,2,313.681,8
48,2.0558,1,0,3,26.0915,0.365917,1,3.91774,2
49,4.47905,1,1,3,107.823,0.356452,3,220.655,4
50,1.2198,1,1,1,77.145,0.408242,1,51.0396,1
51,3.87956,1,1,3,80.7135,0.15935,3,207.497,0
52,5.46923,0,2,2,8.87166,0.152799,4,73.127,3
53,1.79946,0,1,0,0,0,5,109.699,4
54,1.47374,0,1,0,0,0,1,282.608,2
55,1.19294,1,0,2,35.8533,0.400611,2,82.0762,8
56,1.10603,0,0,2,3.66633,0.736826,1,137.796,6
57,3.85692,1,3,5,68.8062,0.457066,5,194.836,6
58,1.46476,0,2,2,66.8224,0.28124,2,93.5515,1
59,2.14999,0,2,1,4.40947,0.239438,3,344.928,1
60,2.18863,1,1,1,67.1498,0.232742,4,66.8736,6
61,2.75394,0,2,1,46.359,0.236959,2,303.701,2
62,3.56715,0,2,2,15.7391,0.675999,4,413.62,1
63,2.24231,0,1,4,2.4143,0.577303,5,74.63,9
64,2.47365,1,0,4,57.5108,0.254631,5,198.196,7
65,1.88732,1,1,2,13.6991,0.349712,2,105.542,2
66,2.73726,0,1,0,0,0,2,476.453,1
67,1.38077,0,1,2,95.8815,0.256037,2,126.326,1
68,3.00124,1,1,1,89.4451,0.109821,2,129.519,3
69,0.783194,0,1,0,0,0,2,74.2378,2
70,2.58827,2,2,5,10.9089,0.279773,3,169.589,1
71,1.43677,1,1,1,32.6168,0.318528,4,71.9197,3
72,3.86475,0,2,1,12.4227,0.204444,6,428.494,3
73,1.59513,1,1,4,106.455,0.21222,3,92.7295,2
74,2.39436,0,1,0,0,0,6,250.787,5
75,1.31324,2,0,4,9.32638,0.509623,1,370.297,5
76,3.4228,4,4,2,53.7167,0.304845,4,321.01,5
77,1.01639,0,1,0,0,0,1,91.0203,1
78,0.628352,0,1,1,4.32435,0.772951,1,6.07929,0
79,2.97804,0,1,1,10.289,0.103483,4,321.288,4
80,1.72072,0,1,0,0,0,3,180.876,1
81,1.19033,0,1,0,0,0,4,171.114,3
82,3.32023,0,0,1,3.00239,0.351389,10,263.407,10
83,0.989676,0,1,1,19.9605,0.111636,1,97.5541,1
84,1.24903,1,1,1,54.9262,0.175351,1,0.900079,2
85,4.63626,1,0,3,107.372,0.508987,2,528.273,0
86,1.63091,1,1,0,0,0,4,134.92,4
87,3.63106,2,1,3,64.1404,0.397001,3,183.15,2
88,1.03661,1,0,1,35.3709,0.095506,4,33.9848,3
89,1.7723,0,2,3,30.5853,0.722733,3,48.1723,3
90,0.644993,1,0,1,20.8374,0.199169,3,24.8639,5
91,2.55654,1,2,2,55.2897,0.449081,7,383.734,9
92,5.11013,2,0,2,111.635,0.173652,1,121.495,3
93,1.90642,1,0,2,69.4215,0.154467,3,64.9521,2
94,2.95042,2,3,3,104.961,0.256684,4,217.447,5
95,1.59471,0,2,2,112.804,0.143615,4,196.361,5
96,1.07448,0,1,1,23.796,0.224102,2,194.999,4
97,4.9683,1,1,3,24.9742,0.245937,3,257.49,2
98,0.992753,1,0,3,133.404,0.188189,0,0,1
99,3.98677,0,6,3,67.5833,0.215167,6,408.407,12
100,2.97389,1,0,4,30.174,0.29147,1,117.069,7
1,3.1495,0,0,1,78.9758,0.226316,3,99.3164,3
2,3.75771,2,1,3,145.26,0.473011,2,213.115,1
3,4.025,2,4,5,101.112,0.427176,3,250.787,4
4,1.45936,0,1,1,7.74999,0.130727,3,16.3501,1
5,3.79966,1,1,3,92.2665,0.56885,2,114.129,1
6,2.92485,0,1,0,0,0,2,407.27,1
7,3.45028,0,0,1,9.1754,0.126729,2,160.367,2
8,3.66523,0,2,1,25.8135,0.315157,5,270.269,9
9,0.662562,1,0,1,13.9874,0.126155,2,64.8435,2
10,4.12474,2,0,4,105.73,0.279455,1,349.945,5
11,0.60276,0,1,1,11.8169,0.12343,1,54.3345,2
12,3.10113,1,2,2,91.0832,0.271342,3,321.242,3
13,1.56287,0,0,2,16.8993,0.268302,2,58.5408,9
14,1.4636,0,2,1,7.03501,0.0409253,3,91.3094,2
15,1.69299,0,2,1,5.44233,0.136149,3,56.1474,7
16,2.03406,0,1,0,0,0,3,151.494,1
17,0.939309,0,1,1,38.3026,0.186582,1,42.2107,0
18,1.26536,0,1,0,0,0,2,50.9156,3
19,1.90217,2,1,3,66.2518,0.264286,4,290.523,6
20,1.12776,1,0,0,0,0,3,47.2739,5
21,1.83507,1,1,5,92.1824,0.14332,2,54.2105,1
22,1.4493,2,1,2,68.8599,0.167563,1,159.666,4
23,1.00342,0,1,1,2.13596,0.262672,4,228.537,8
24,3.68412,1,2,1,86.3646,0.306838,1,28.5963,9
25,1.01676,0,1,0,0,0,3,152.079,1
26,1.57389,1,1,2,74.0796,0.304722,2,146.791,3
27,2.57479,2,0,2,99.0215,0.290894,2,147.651,2
28,1.04169,0,1,1,4.83219,0.266663,2,44.0475,4
29,1.79218,0,2,1,21.5311,0.161076,3,135.01,3
30,1.95807,1,0,2,95.8054,0.518052,2,173.821,4
31,1.85578,0,1,1,35.1108,0.157774,2,183.709,11
32,2.17807,0,2,0,0,0,4,236.104,2
33,2.62046,0,1,1,8.4407,0.408902,3,230.447,2
34,0.602647,1,1,3,18.3163,0.317418,2,10.3321,3
35,1.26458,1,1,1,47.4013,0.360053,1,97.639,1
36,1.23149,0,2,0,0,0,3,102.64,3
37,0.915692,0,0,1,5.8937,0.0844525,1,45.8786,3
38,5.0156,1,1,4,105.76,0.231689,2,152.06,9
39,1.36229,0,2,2,104.12,0.518476,0,0,0
40,3.4889,3,0,5,75.4068,0.520082,2,174.909,6
41,1.34303,1,0,0,0,0,1,135.826,0
42,1.52441,1,0,4,34.7082,0.893549,1,114.71,5
43,1.16534,0,0,0,0,0,0,0,0
44,2.18539,1,2,3,88.4967,0.248037,3,64.443,7
45,1.87116,0,1,0,0,0,5,87.042,3
46,2.51091,1,1,2,101.435,0.256159,3,201.491,1
47,4.07085,8,8,6,16.9079,0.429744,4,135.166,9
48,1.59092,1,2,2,39.4162,0.1867,4,95.1751,3
49,1.16988,0,1,1,8.67118,0.0622576,1,16.7049,0
50,1.63018,0,2,1,2.1605,0.259748,2,3.66792,3
51,1.96933,0,3,2,44.2256,0.100459,5,78.1394,3
52,1.3482,1,1,2,21.2086,0.119306,2,77.5248,2
53,3.68792,0,2,1,5.8169,0.573834,5,214.803,7
54,1.01666,1,0,1,28.2415,0.127524,2,70.301,5
55,1.94544,1,2,1,89.6654,0.738458,0,0,2
56,6.36119,1,4,2,46.7044,0.280512,5,118.018,3
57,1.3672,0,0,1,0,0,2,260.336,2
58,1.38467,0,1,0,0,0,2,121.091,1
59,1.11487,1,1,1,56.8087,0.134505,4,48.9505,1
60,3.3254,0,1,3,86.3261,0.216574,6,139.819,8
61,0.868501,1,0,1,23.9905,0.080035,2,50.3728,2
62,0.856451,0,0,0,0,0,3,12.5319,3
63,1.28266,1,1,2,72.0384,0.402684,4,104.378,5
64,1.23892,1,0,2,43.4328,0.107169,2,121.901,2
65,1.19168,0,0,0,0,0,3,147.908,1
66,1.77826,0,1,0,0,0,3,47.5035,2
67,0.679081,2,0,5,54.8525,0.248442,1,1.07785,2
68,1.23743,0,1,1,8.2384,0.112812,2,142.21,0
69,0.987448,1,0,3,49.0601,0.279445,2,183.421,3
70,3.24397,0,2,4,83.1275,0.334228,4,305.456,5
71,1.29588,1,0,2,72.0291,0.184188,2,96.8009,5
72,1.35395,1,0,2,35.5575,0.183829,1,29.134,0
73,1.3405,2,0,2,7.46935,0.514908,4,69.1198,3
74,3.62744,1,1,3,93.7839,0.192376,1,145.142,0
75,1.79075,0,0,0,0,0,3,312.043,3
76,2.12411,1,0,1,88.5539,0.145388,1,157.857,7
77,1.18678,0,1,1,19.9069,0.228747,2,322.448,3
78,3.24397,0,3,2,12.5414,1.0948,3,16.3307,6
79,2.34939,0,1,1,6.6175,0.166899,2,165.11,5
80,1.08958,0,0,0,0,0,2,250.027,2
81,0.789316,1,1,3,49.5324,0.3533,3,43.6631,1
82,5.74405,0,2,1,28.1284,0.357183,4,308.764,5
83,1.17196,0,1,0,0,0,3,112.622,1
84,3.74485,1,1,3,99.2805,0.379505,3,375.614,2
85,0.759344,1,0,1,11.0817,0.146933,1,4.65375,2
86,1.6847,1,1,3,59.6243,0.195898,3,121.153,11
87,3.47362,1,0,1,119.725,0.222705,2,462.258,4
88,0.99821,1,0,2,85.1859,0.149717,2,130.242,2
89,2.4248,0,3,2,21.3957,0.14996,4,379.594,2
90,4.38894,0,2,2,48.5018,0.280121,3,44.1981,5
91,0.506711,1,0,1,21.1171,0.171263,2,34.0545,4
92,2.50454,0,0,6,45.7285,0.400404,2,383.92,6
93,0.812292,0,1,2,2.63196,0.834204,2,13.8236,4
94,0.853446,0,1,0,0,0,4,71.3848,4
95,1.64026,1,0,2,66.6267,0.18146,3,90.5128,2
96,3.59481,1,2,4,64.4649,0.51374,9,185.609,12
97,1.54576,0,3,1,12.5211,0.0808956,5,77.9989,16
98,1.91396,0,2,1,12.0354,0.567858,4,156.271,4
99,0.952727,1,0,2,51.0975,0.204758,2,94.7823,1
100,1.1407,0,1,1,17.6343,0.16073,4,116.574,1
1,1.08358,1,0,0,0,0,2,44.4677,4
2,1.00288,1,0,1,19.5609,0.272139,2,22.5657,1
3,2.25999,0,8,1,5.25759,0.118531,7,82.0909,4
4,1.70414,0,2,2,30.536,0.383913,5,58.1184,6
5,3.9302,0,0,0,0,0,0,0,0
6,1.42053,0,0,0,0,0,4,18.0024,5
7,3.02064,0,1,0,0,0,2,220.115,4
8,0.653276,0,0,0,0,0,2,17.0044,3
9,1.39333,0,2,0,0,0,5,30.2108,10
10,2.45865,0,1,2,89.0854,0.20533,5,53.2035,8
11,0.902319,0,0,1,2.22417,0.518283,3,74.9346,8
12,1.18884,0,1,0,0,0,3,121.125,2
13,1.03267,0,1,1,12.3029,0.13695,3,87.973,2
14,0.753848,1,0,2,10.1152,0.221812,2,79.7693,2
15,0.951907,1,0,0,0,0,3,30.7642,4
16,2.2852,2,0,3,94.0357,0.155706,3,23.469,4
17,1.74263,2,0,5,107.101,0.460949,2,100.445,3
18,1.81018,0,3,1,11.1411,0.144152,5,111.265,4
19,1.08079,0,0,1,24.4277,0.117384,5,105.212,4
20,0.88163,0,1,0,0,0,1,57.3691,0
21,4.19206,2,2,1,11.9401,0.589017,1,1.36394,1
22,1.70112,0,3,4,24.1555,0.801803,3,42.6098,7
23,2.86059,0,3,3,92.2427,0.435402,3,84.1752,4
24,2.15241,0,1,3,27.1817,0.385179,3,232.941,6
25,1.08079,0,2,3,25.642,0.280946,2,19.8887,1
26,2.66083,1,3,2,52.0427,0.106981,4,70.5004,4
27,1.30424,1,0,1,53.6847,0.140258,1,81.1171,1
28,2.32736,0,0,2,6.14658,0.375363,5,70.4449,11
29,5.93895,0,2,1,19.078,0.251788,2,253.013,0
30,1.71677,1,1,2,71.8152,0.208629,4,162.854,1
31,0.915845,0,0,0,0,0,2,111.048,3
32,1.51223,1,1,2,13.4878,0.456114,3,389.454,11
33,1.42912,1,1,3,27.6882,0.443844,2,203.426,1
34,1.59421,1,0,1,145.191,0.202523,1,122.821,3
35,1.19162,1,0,2,38.0745,0.384682,1,89.5924,5
36,1.02612,0,1,0,0,0,2,269.89,3
37,1.21434,0,0,0,0,0,3,81.3898,9
38,1.26572,0,2,1,19.8017,0.0355465,2,5.08615,4
39,2.10341,0,1,1,13.1014,0.0865867,1,23.0657,0
40,1.10403,2,2,3,32.8624,0.329203,0,0,2
41,0.951768,0,1,2,37.8891,0.193179,2,84.4352,4
42,4.444,1,2,2,96.523,0.204162,4,182.287,4
43,3.82248,2,2,2,79.6649,0.314796,2,88.6608,9
44,3.00433,0,2,2,5.90917,0.625836,3,475.754,0
45,1.88262,1,1,3,67.6618,0.462948,3,11.9245,5
46,0.902461,2,0,3,37.1926,0.300281,3,30.4307,3
47,1.08654,0,1,0,0,0,6,53.286,4
48,0.926962,0,1,1,9.61957,0.176157,3,60.1312,0
49,2.53108,0,3,1,4.71085,0.243795,5,301.735,2
50,0.826109,0,2,0,0,0,3,41.6013,3
51,3.49026,4,2,5,50.4571,0.225268,2,53.1002,10
52,2.00334,1,0,2,63.4622,0.164295,3,231.761,1
53,0.923714,1,0,3,12.4815,0.195465,1,147.83,2
54,2.70483,2,1,4,58.4476,0.327929,3,336.71,5
55,0.765651,1,0,2,33.6398,0.496763,1,118.821,1
56,1.22824,0,1,1,8.08673,0.052383,2,28.3929,3
57,1.29768,0,0,0,0,0,2,156.73,5
58,0.794558,0,1,1,10.1431,0.294615,2,100.371,7
59,1.09908,0,0,0,0,0,5,70.6925,5
60,1.1214,0,1,4,9.32319,0.555499,4,30.6329,11
61,1.74278,1,2,3,87.4359,0.306466,5,68.6976,4
62,3.08651,0,2,1,48.7175,0.288303,1,500.539,4
63,1.32821,2,0,5,43.8463,0.756997,1,117.107,5
64,2.82985,0,2,3,40.1572,0.307833,4,156.972,9
65,1.23663,1,1,3,59.4932,0.602038,0,0,7
66,3.39385,1,3,6,100.132,0.585974,3,132.921,5
67,1.54405,2,0,4,25.3292,0.239071,3,73.9718,5
68,0.725859,0,1,1,27.3377,0.154205,1,100.585,1
69,1.07156,1,0,1,33.7207,0.143007,2,36.8668,2
70,1.98235,1,1,2,22.3181,0.187567,3,204.999,6
71,2.06986,0,0,1,18.3429,0.258128,2,331.584,1
72,0.903037,0,0,0,0,0,3,156.46,3
73,1.73721,1,1,3,12.9386,0.709927,3,104.098,5
74,1.05663,0,1,1,6.10068,0.0732151,1,10.0124,1
75,1.52971,0,2,0,0,0,2,74.5704,1
76,3.35378,1,0,2,50.7743,0.35816,2,16.6219,1
77,1.15289,1,0,1,2.04993,0.149246,3,67.4089,6
78,4.62527,1,2,2,49.7034,0.188798,5,217.345,2
79,2.48624,1,0,0,0,0,3,129.918,5
80,1.42376,0,0,0,0,0,4,240.953,3
81,1.84118,1,1,4,70.4111,0.44786,4,118.667,2
82,0.842771,1,0,1,7.52035,0.881144,0,0,2
83,4.56959,2,1,7,131.054,0.302172,2,357.541,6
84,4.45374,1,0,4,88.1777,0.581925,1,218.173,4
85,2.63054,1,1,4,86.6562,0.640941,2,36.1828,7
86,3.06187,1,1,1,72.5083,0.215694,3,89.5484,3
87,2.09519,0,2,3,33.9524,0.776041,3,145.101,6
88,0.928951,0,1,2,18.3165,0.199826,2,11.5216,5
89,1.90887,1,1,2,97.1646,0.165978,2,43.5499,2
90,3.71445,0,3,2,60.225,0.331335,4,195.004,1
91,0.782513,1,0,2,10.6401,0.556455,2,120.925,1
92,1.2804,1,0,1,19.7295,0.141118,3,98.0091,1
93,1.08295,0,1,1,22.1758,0.110324,2,43.4478,2
94,1.38944,1,0,1,67.9783,0.27485,2,73.1373,1
95,0.687272,0,0,0,0,0,2,72.3347,2
96,0.819953,1,1,2,24.7254,0.353245,2,7.2628,7
97,0.649879,0,1,1,6.08777,0.50764,1,36.8474,0
98,0.60423,0,0,0,0,0,0,0,0
99,2.69889,1,1,4,122.971,0.11419,4,61.389,3
100,1.58277,1,0,2,24.7544,0.398401,4,166.001,6
1,1.31381,0,2,0,0,0,5,33.1526,5
2,3.07827,1,1,2,6.08354,0.526053,3,394.285,1
3,1.20758,2,0,2,129.4,0.225621,1,16.8897,1
4,1.06432,1,0,4,11.2152,0.629105,1,63.7535,4
5,4.8234,0,3,2,85.3341,0.123598,4,183.32,1
6,1.17945,0,0,2,12.6761,0.195106,1,9.7462,4
7,4.60587,4,0,2,99.3565,0.255716,3,248.655,5
8,2.14552,0,1,1,56.8946,0.200006,4,216.652,3
9,0.709113,0,0,2,6.09595,0.317632,1,66.4513,3
10,1.46394,1,1,3,33.9565,0.279564,3,186.121,2
11,1.23714,0,0,0,0,0,1,314.547,1
12,1.34362,2,4,3,57.365,0.580409,2,59.3544,19
13,3.56118,2,2,3,58.5468,0.228173,5,76.6061,7
14,0.542098,0,1,0,0,0,3,30.141,1
15,2.16577,2,4,5,100.782,0.392591,1,217.101,3
16,4.53884,0,1,3,61.4762,0.166483,5,192.254,2
17,1.64482,1,0,2,37.974,0.233149,2,382.72,2
18,0.494398,0,1,1,3.85098,0.0890607,2,28.5642,2
19,5.69232,1,1,2,109.756,0.221606,3,167.365,0
20,3.22056,0,2,3,47.4639,0.213976,4,361.717,8
21,4.42196,3,0,3,98.4849,0.326557,3,302.275,10
22,1.64487,0,2,2,41.6209,0.273088,2,74.0826,4
23,1.29425,0,0,0,0,0,3,116.339,6
24,3.19325,0,2,1,1.46802,0.456746,4,146.85,4
25,2.58755,0,0,1,22.1799,0.174106,8,21.29,11
26,1.21386,0,0,1,5.47715,0.574658,2,3.14226,8
27,5.83592,1,2,4,29.5498,0.185333,3,352.451,5
28,1.0721,0,1,0,0,0,5,32.8263,6
29,6.03509,1,0,6,67.8884,0.307302,3,583.027,1
30,4.95874,0,2,3,19.9856,0.329317,4,33.997,4
31,4.35199,0,1,0,0,0,3,58.1596,1
32,3.37887,0,4,2,32.7686,0.218338,5,319.197,4
33,0.875024,0,0,1,11.4972,0.112619,1,22.2984,7
34,0.958158,1,0,2,75.161,0.127984,2,11.4358,1
35,1.22987,1,1,2,87.3411,0.11496,2,117.676,1
36,5.40132,0,4,0,0,0,1,9.5884,2
37,3.19252,2,0,4,58.5071,0.645165,2,122.606,1
38,1.25486,0,3,1,29.221,0.109773,0,0,3
39,2.43875,0,1,0,0,0,1,55.8512,0
40,1.93158,1,0,2,29.9525,0.182786,2,62.4515,1
41,0.620974,0,0,0,0,0,2,80.1605,3
42,1.66863,0,0,0,0,0,1,89.1018,1
43,5.0788,0,4,1,89.5568,0.180744,5,247.865,4
44,1.19275,0,0,0,0,0,4,165.98,4
45,0.624189,0,1,2,13.5713,0.305853,2,97.6683,1
46,1.0721,0,1,0,0,0,3,50.7539,7
47,5.20904,0,1,2,8.63674,0.162642,5,305.038,4
48,0.747486,0,1,1,6.39276,0.132787,2,63.1622,4
49,1.34068,1,1,2,52.0375,0.799583,3,111.014,2
50,0.975207,2,0,2,34.3108,0.190817,3,66.3345,4
51,3.26954,0,2,1,1.02856,0.40382,6,65.272,11
52,4.36367,1,0,3,78.0591,0.226222,1,396.335,2
53,1.20898,1,1,2,35.6558,0.166126,3,164.058,1
54,1.66499,1,1,3,61.9649,0.182247,3,215.593,1
55,1.56201,1,1,1,7.55687,0.412716,6,154.629,4
56,3.76086,0,2,3,53.3608,0.174929,3,285.856,5
57,5.65748,2,1,2,33.5144,0.764151,2,78.5498,4
58,2.38469,1,0,2,45.4111,0.327608,1,276.713,1
59,5.0788,0,3,3,62.9561,0.157471,8,132.656,12
60,0.798757,1,0,1,34.4883,0.676128,3,6.8535,5
61,0.954529,0,0,0,0,0,4,20.7199,3
62,3.8038,1,1,1,170.921,0.197844,1,3.64957,3
63,0.866328,2,0,3,7.04234,0.674082,2,3.75845,2
64,1.07306,0,1,0,0,0,3,81.232,5
65,5.71972,0,4,1,2.97665,0.744995,7,73.315,4
66,1.08011,1,1,0,0,0,2,75.9335,3
67,2.70927,0,2,1,123.773,0.261325,4,155.183,3
68,1.25845,1,1,2,18.5511,1.00044,2,123.787,3
69,2.37293,0,1,1,37.2845,0.0358831,3,161.669,5
70,2.84992,2,0,1,6.62713,0.147869,2,95.2497,1
71,2.50504,0,5,1,23.71,0.469245,2,32.3368,6
72,1.3028,0,4,4,14.1267,0.88918,3,51.326,4
73,1.88764,1,1,3,117.554,0.197856,4,100.986,3
74,1.03569,0,0,1,2.45839,0.274379,2,87.8432,1
75,1.45169,1,1,2,55.2149,0.10203,3,115.258,4
76,1.46959,1,0,2,94.8917,0.38752,3,158.506,4
77,1.91563,0,2,1,55.8369,0.318222,2,129.984,3
78,2.01909,0,2,0,0,0,4,134.931,3
79,0.954132,0,1,1,13.8453,0.0823517,1,11.5054,1
80,1.64045,0,2,0,0,0,4,345.563,4
81,1.88643,0,3,1,42.5946,0.0948446,4,62.9242,9
82,2.67287,0,3,1,5.97401,0.449441,6,145.064,6
83,0.631736,0,0,1,9.30595,0.0541078,1,93.7966,3
84,2.3066,0,1,0,0,0,3,118.222,1
85,1.4506,1,1,3,30.1808,0.208057,1,68.1422,3
86,2.12964,0,2,3,29.9925,0.494314,3,360.885,3
87,1.31932,0,0,0,0,0,3,123.055,1
88,4.254,0,2,3,83.8907,0.448279,5,320.784,7
89,1.22837,0,1,2,6.61207,0.684746,2,187.571,3
90,1.14223,0,1,0,0,0,4,60.1244,6
91,2.59467,0,2,0,0,0,1,75.8635,1
92,1.34566,0,0,0,0,0,2,43.707,0
93,2.68645,1,1,2,141.001,0.141647,2,85.6821,5
94,1.46204,0,1,3,24.7656,0.871244,4,64.1686,7
95,0.851313,0,1,2,22.8897,0.670262,1,9.321,4
96,0.780158,1,0,1,66.4272,0.10512,0,0,1
97,1.21706,2,0,3,14.3595,0.446302,3,84.8657,7
98,1.30773,1,0,0,0,0,2,203.639,1
99,2.82177,1,3,2,48.7827,0.313745,4,243.715,2
100,3.60326,1,1,1,8.51423,0.152867,1,35.9492,1
1,4.53475,0,0,0,0,0,0,0,0
2,1.06105,0,1,0,0,0,2,138.619,1
3,1.26357,2,2,2,10.707,0.169526,1,44.2782,0
4,1.28925,0,1,0,0,0,4,86.0615,4
5,1.24964,2,0,3,86.7991,0.769566,1,4.02153,6
6,1.84289,2,0,0,0,0,2,11.2685,1
7,0.872123,0,1,0,0,0,3,97.8867,0
8,1.82476,0,1,1,5.27935,0.0929596,4,163.808,1
9,4.09347,1,1,1,98.622,0.164165,2,11.2596,2
10,0.896621,1,0,1,10.7455,0.461,2,58.3628,1
11,0.622694,0,1,1,10.331,0.328775,2,24.4188,2
12,0.716676,2,0,3,37.2656,0.442201,3,18.6471,5
13,3.87926,1,4,2,58.9152,0.339349,6,197.449,10
14,1.62412,1,2,4,8.28296,0.980131,1,23.4729,4
15,3.22726,0,1,1,7.94343,0.161254,4,250.865,13
16,1.49272,0,0,2,13.9163,0.105823,5,34.8627,6
17,3.68668,0,0,1,8.30741,0.0790562,3,54.1065,8
18,2.00843,1,1,4,69.8299,0.312079,3,169.05,8
19,1.27409,0,2,1,12.9892,0.0832061,2,75.8204,1
20,0.748063,0,1,1,9.9176,0.259776,1,37.0238,1
21,1.30619,0,3,1,12.6227,0.239574,4,74.8365,3
22,1.20516,1,1,4,28.3989,0.437995,3,91.8572,3
23,2.60531,0,2,2,33.888,0.290153,5,165.893,2
24,1.09269,0,0,1,2.78525,0.0784421,1,184.117,4
25,1.13812,1,0,2,17.4086,0.184976,3,147.795,3
26,1.90853,1,0,2,102.083,0.202785,3,226.268,2
27,1.03346,0,1,3,5.17015,0.428983,2,112.649,4
28,0.826645,1,0,2,32.4221,0.180816,0,0,4
29,0.674858,0,1,1,3.18283,0.0726349,2,42.1212,5
30,1.06666,1,0,2,38.9261,0.352635,1,174.051,9
31,1.61074,0,2,3,6.63905,0.505958,3,137.5,7
32,1.87854,0,1,1,0.775039,0.698123,4,115.076,1
33,2.47398,2,0,2,43.2252,0.374696,3,83.1883,3
34,2.78657,0,1,0,0,0,2,345.164,3
35,1.42203,1,0,4,74.9329,0.199436,2,17.7509,5
36,2.61901,1,2,1,25.0738,0.27169,2,342.286,0
37,0.528391,0,1,1,3.93753,0.07668,1,110.962,2
38,3.17043,0,0,1,0.617253,0.609078,4,230.512,2
39,1.1848,0,2,1,6.20211,0.114749,4,94.3672,1
40,1.58563,1,1,4,119.218,0.273948,2,65.8796,2
41,1.19128,0,1,0,0,0,4,163.21,2
42,3.27945,1,2,6,22.2421,0.247144,4,454.478,6
43,2.77273,0,3,3,87.7287,0.216108,4,101.051,8
44,2.87295,1,1,2,79.0713,0.119245,1,133.507,2
45,2.60531,2,1,4,89.5065,0.286739,3,184.133,5
46,1.06622,2,2,4,10.7624,0.369135,2,74.4639,4
47,2.4724,0,2,0,0,0,4,50.6971,3
48,1.32355,1,0,2,63.9497,0.300188,1,50.4129,2
49,2.41296,2,0,3,158.219,0.163504,2,84.5292,4
50,0.87284,2,2,3,18.8456,0.39476,3,57.0269,2
51,4.68872,0,3,1,73.6351,0.168551,1,62.1226,22
52,5.62927,1,1,3,25.1262,0.496852,3,268.325,1
53,1.57901,0,0,0,0,0,0,0,0
54,1.93924,2,0,1,91.3184,0.188377,2,38.4386,2
55,2.29688,0,0,0,0,0,3,431.848,6
56,1.0737,1,0,2,43.894,0.228175,2,237.228,1
57,3.95615,1,1,3,59.3351,0.510262,2,86.1885,3
58,0.969027,0,0,0,0,0,2,28.2996,2
59,3.91593,1,1,3,117.53,0.279657,3,245.982,1
60,1.26807,1,0,2,94.2703,0.223996,2,220.529,2
61,4.04231,0,5,3,13.5152,0.347271,8,419.709,11
62,1.06408,0,1,1,6.45825,0.346899,3,107.108,0
63,0.982431,1,0,2,7.69746,0.0656322,1,7.33076,1
64,2.78442,0,4,2,91.9145,0.222572,5,114.474,7
65,2.80609,2,4,2,56.7692,0.327757,5,167.703,10
66,1.5398,0,1,2,9.6216,0.264431,5,183.864,4
67,1.87955,0,0,2,9.84521,0.187462,3,113.936,11
68,1.26111,0,0,1,2.10082,0.392571,2,358.787,6
69,4.02366,1,1,2,35.037,0.142366,3,321.961,3
70,0.625887,1,0,4,12.1734,0.674774,2,82.734,1
71,2.11899,1,0,3,11.7301,0.586423,2,174.352,7
72,5.46269,0,1,3,31.6255,0.289913,1,167.868,1
73,3.32129,2,4,4,78.1122,0.606903,5,189.662,3
74,0.996589,0,2,1,11.4414,0.367353,2,90.2338,0
75,1.99139,1,1,1,30.5217,0.104367,3,63.3662,4
76,0.720784,1,0,3,11.9338,0.306492,2,82.6305,0
77,1.00609,0,0,0,0,0,0,0,0
78,1.16288,0,1,0,0,0,2,39.899,1
79,3.15451,1,1,2,53.8014,0.218039,3,160.034,7
80,1.75422,0,2,2,55.8348,0.376955,5,97.8919,1
81,1.37271,0,2,1,1.37775,0.562371,5,126.654,5
82,1.14293,1,0,2,72.0375,0.163836,2,145.661,2
83,2.07173,1,2,2,9.3055,0.120819,5,212.959,5
84,1.74665,0,2,0,0,0,4,58.5315,1
