nEvt,trueE,nPi0,nPiCh,nShowers,maxShowerLength,maxOpenAngle,nTracks,maxTrackLength,nStubs
57,2.95674e-43,0,1,1,8.10468,0.329965,2,68.8286,6
58,5.28618,2,3,2,62.6581,0.518001,3,91.3162,2
59,0.858973,2,0,4,75.1661,0.389627,1,12.23,3
60,3.14578,1,1,4,83.5172,0.389135,2,16.7001,7
61,1.86033,0,0,1,3.40964,0.20691,2,486.98,4
62,3.78115,1,1,2,68.6387,0.217544,3,58.4489,2
63,1.92811,0,1,0,0,0,2,227.059,1
64,1.01253,0,0,1,3.40532,0.124324,4,215.158,4
65,1.05123,0,2,0,0,0,5,86.9296,9
66,2.30757,1,1,2,36.2407,0.491778,1,24.4814,1
67,2.09432,0,0,1,1.60156,0.26995,2,276.405,4
68,2.13951,0,2,1,0.609685,0.289907,5,95.313,2
69,2.35895,0,1,1,50.8701,0.0236778,1,60.6362,7
70,1.45039,2,0,3,19.0385,0.572268,1,29.0721,3
71,1.56407,0,1,0,0,0,3,9.86008,4
72,4.44893,0,2,1,30.1404,0.308435,4,178.35,2
73,1.76785,0,0,4,49.9833,0.348922,1,126.68,0
74,1.68087,2,1,3,84.6777,0.16357,4,46.6761,8
75,1.51532,1,0,2,24.7939,0.174316,4,128.055,10
76,3.02703,1,0,3,78.6854,0.317023,2,116.647,1
77,4.2153,0,0,0,0,0,1,61.4925,3
78,1.92902,0,2,1,5.1166,0.48833,3,33.9877,2
79,2.00776,1,1,3,20.3377,0.316978,3,143.56,0
80,2.67195,2,2,2,62.4251,0.462509,3,163.494,2
81,1.7567,1,1,0,0,0,1,3.25085,0
82,1.39036,2,1,5,37.0938,0.490936,1,88.8852,3
83,0.911094,0,1,1,8.29456,0.353087,1,170.648,1
84,2.00393,0,1,3,11.2647,0.561998,5,189.247,8
85,1.94382,1,2,3,68.9232,0.146805,3,34.7391,3
86,0.60125,0,1,0,0,0,4,47.1367,2
87,2.18919,0,2,3,4.3726,0.362073,4,92.1032,14
88,1.31436,0,1,2,43.0208,0.517695,3,54.0247,3
89,3.34281,0,0,0,0,0,0,0,0
90,1.62625,0,2,0,0,0,4,35.7113,2
91,1.35693,0,2,3,39.8153,0.496958,0,0,1
92,1.75354,0,1,0,0,0,2,40.3808,2
93,2.19966,0,3,1,10.0149,0.268605,3,209.707,7
94,2.6883,1,1,2,40.701,0.354727,2,219.618,0
95,0.727465,0,0,2,12.0858,0.149813,1,8.2198,1
96,1.2205,1,0,1,35.613,0.218895,3,238.039,1
97,1.16654,0,0,1,10.7307,0.13973,2,229.798,2
98,4.45093,2,0,1,73.4516,0.110457,1,31.25,5
99,3.88235,0,3,0,0,0,4,537.596,1
100,2.40647,0,6,2,11.2316,0.447788,5,82.4342,9
1,0.864993,0,0,2,10.7229,0.125172,2,128.148,6
2,4.04118,2,6,1,18.0674,0.638917,2,73.4332,2
3,2.81785,0,1,2,7.00216,0.483174,1,396.057,3
4,0.933055,0,0,1,4.84849,0.14738,2,42.7346,3
5,3.63668,0,3,1,11.197,0.123819,6,255.629,7
6,1.52466,0,0,1,7.90873,0.138578,3,260.17,4
7,2.73968,0,3,2,39.2987,0.155329,6,229.936,5
8,2.43872,0,1,0,0,0,3,42.955,3
9,2.34145,0,0,0,0,0,2,306.049,1
10,2.85462,0,2,0,0,0,5,213.631,4
11,0.834621,0,1,0,0,0,3,132.421,3
12,3.42283,0,2,1,5.44417,1.39836,4,269.87,2
13,2.49425,2,0,2,92.7095,0.271934,2,32.5304,3
14,1.29036,0,2,1,6.14985,0.506521,3,172.242,2
15,2.86605,0,3,4,21.2859,0.218695,7,183.251,6
16,1.89823,2,0,3,69.8625,0.441209,2,101.839,1
17,1.90102,1,0,1,103.6,0.125286,2,65.964,1
18,1.04657,0,0,0,0,0,2,45.4002,1
19,4.78766,0,0,5,108.084,0.171026,6,132.355,4
20,3.97858,1,5,1,74.2506,0.1454,4,40.6103,12
21,0.590862,1,0,1,70.7426,0.100655,1,20.8683,2
22,1.86803,1,1,3,10.1199,0.290277,3,79.6112,1
23,3.88551,0,0,6,54.5497,0.590936,4,120.048,8
24,2.01495,0,0,1,3.61577,0.256817,1,387.382,6
25,2.60914,1,1,3,23.166,0.30557,4,144.952,2
26,1.86636,1,1,2,92.9844,0.15586,4,262.041,1
27,1.28665,1,0,2,9.79037,0.385617,1,65.3614,2
28,1.73815,1,0,1,12.7158,0.365541,2,254.041,1
29,3.75164,1,1,4,67.1539,0.217523,5,323.838,0
30,2.47583,4,4,4,34.2955,0.517209,5,182.316,6
31,2.5525,0,1,1,26.815,0.0974396,4,137.638,6
32,1.02503,1,1,2,73.0195,0.328862,1,22.19,2
33,0.861302,1,0,3,43.5106,0.227535,2,72.7072,3
34,1.21252,0,0,0,0,0,2,183.886,7
35,1.31302,1,0,1,10.7372,0.303391,6,153.23,5
36,0.891815,0,1,1,8.3854,0.112121,1,111.397,1
37,0.847939,1,0,1,33.1787,0.55601,1,92.4033,1
38,1.22039,0,0,0,0,0,2,31.5349,4
39,1.60282,1,1,2,165.959,0.0927951,2,241.377,0
40,0.654692,0,1,1,16.566,0.115235,1,52.3731,2
41,0.757776,0,0,0,0,0,4,36.5118,4
42,1.83392,1,2,4,57.8624,0.460418,4,115.374,12
43,3.48663,1,0,1,11.6806,0.152249,5,278.209,12
44,3.11411,1,1,1,59.968,0.228867,4,507.031,1
45,1.29163,1,0,4,19.6469,0.572419,2,97.9304,3
46,1.48931,0,0,0,0,0,4,177.748,3
47,2.22939,1,1,1,57.1427,0.22576,2,248.551,4
48,1.89089,1,0,3,28.475,0.416767,4,251.596,7
49,0.995579,1,0,2,13.7098,0.345189,2,102.67,5
50,1.40947,0,1,2,58.7147,0.124156,2,75.9773,1
51,1.38036,1,1,4,65.2928,0.421393,4,70.9202,3
52,3.66868,0,2,1,51.4342,0.084121,5,296.32,3
53,2.05621,0,1,1,9.18665,0.301234,3,65.5082,1
54,2.41733,1,1,2,38.8906,0.241592,4,118.644,2
55,0.514839,1,0,1,10.314,0.123768,3,57.8821,2
56,1.47334,0,2,2,41.0327,0.47098,3,108.235,6
57,2.93171,1,0,4,74.1436,0.512528,4,316.435,3
58,4.97559,0,1,1,53.8705,0.373099,1,17.3406,2
59,2.13046,1,1,1,85.9931,0.152516,3,127.887,2
60,0.972778,1,0,2,100.116,0.594729,3,125.885,1
61,3.54772,0,1,1,20.6577,0.290375,3,162.227,0
62,2.56088,1,1,1,138.051,0.0607186,3,89.0058,1
63,2.36367,1,1,3,53.656,0.192549,2,145.222,2
64,3.11223,2,2,2,15.5836,0.150775,3,77.961,3
65,1.211,1,0,2,92.399,0.134188,3,64.2798,2
66,1.54931,0,2,1,5.48429,0.15126,3,119.244,4
67,1.63322,0,2,1,9.41207,0.15933,4,33.5706,2
68,1.50406,0,0,1,13.3541,0.0954115,3,337.689,3
69,0.694507,1,0,1,7.95301,0.0655594,3,135.12,1
70,2.58276,0,1,1,17.8423,0.109436,4,119.471,2
71,2.08015,1,1,1,39.3858,0.0960849,3,283.798,7
72,1.67137,0,0,2,14.8953,0.14967,2,20.6666,2
73,1.57415,0,1,1,0.936994,0.53582,1,65.8988,2
74,1.74744,0,2,5,34.7052,0.320012,2,21.2983,4
75,1.04513,1,0,2,34.0464,0.114724,2,109.053,2
76,5.64383,3,3,5,54.9378,0.245112,6,91.1981,9
77,2.67445,2,2,4,45.2617,0.298653,3,204.46,3
78,2.32492,2,0,4,64.0919,0.238095,2,271.839,4
79,3.14462,0,2,1,6.59483,0.186127,6,250.263,6
80,1.41267,2,2,2,13.7853,0.216211,2,48.7142,6
81,1.23706,1,2,3,98.5815,0.159847,2,22.1589,2
82,3.81126,0,1,0,0,0,4,284.159,2
83,1.08664,2,0,0,0,0,2,102.745,1
84,2.10131,0,0,0,0,0,0,0,0
85,1.38006,0,1,1,5.75258,0.0630289,2,71.256,0
86,2.84022,1,1,1,79.787,0.0934373,3,204.174,3
87,2.49985,0,1,1,57.5361,0.154811,4,450.862,4
88,0.672218,0,0,0,0,0,2,54.5802,1
89,1.99277,1,2,1,89.3157,0.220085,1,33.1594,1
90,1.36088,0,1,1,12.9878,0.0884295,3,106.022,3
91,4.8676,1,1,4,125.384,0.133558,2,184.913,2
92,1.5443,0,0,4,83.127,0.311153,1,23.3994,2
93,3.32994,1,1,3,9.14218,0.39857,2,358.733,2
94,1.33481,0,1,2,54.8802,0.159809,2,74.8775,3
95,4.70772,0,2,6,32.6943,0.3213,1,468.302,0
96,1.34106,0,0,1,4.53077,0.56743,6,82.4198,7
97,2.14868,1,1,3,11.0171,0.659184,3,14.7538,5
98,1.62959,0,0,0,0,0,3,273.047,6
99,3.58593,0,1,1,48.2002,0.0835165,3,102.794,1
100,0.719054,0,1,1,5.41937,0.610077,4,50.2158,2
1,1.20902,0,1,2,7.04515,0.149502,3,131.57,6
2,2.3068,0,3,1,3.35635,0.424301,5,61.0125,1
3,1.64236,1,0,3,84.0446,0.760478,2,308.303,2
4,2.61317,0,0,0,0,0,0,0,0
5,3.98392,0,1,2,53.2029,0.202848,1,79.7143,0
6,0.631524,1,0,2,16.996,0.108537,1,65.0436,3
7,0.76509,0,1,2,48.3524,0.16952,0,0,2
8,1.17981,0,1,0,0,0,3,86.4883,2
9,1.48458,0,1,1,16.91,0.171717,3,153.797,0
10,0.88316,0,1,2,7.68577,0.650739,3,37.3331,2
11,4.36398,2,2,3,52.0228,0.191817,2,54.8278,3
12,1.49595,0,0,0,0,0,3,183.531,5
13,1.2262,0,2,2,14.8305,0.0842374,3,137.907,1
14,1.96129,0,2,0,0,0,2,71.6867,1
15,1.51881,0,1,0,0,0,3,138.377,6
16,1.42638,0,3,2,13.7369,0.170799,4,43.5154,8
17,1.62532,0,2,0,0,0,6,68.8663,6
18,0.578602,0,1,1,12.0216,0.0684106,1,2.4635,0
19,0.763527,0,0,0,0,0,3,69.7422,2
20,4.75259,2,0,3,154.863,0.430684,2,293.853,6
21,1.17846,1,2,3,38.7348,0.275206,3,38.5995,5
22,0.995068,0,1,2,18.6323,0.331805,1,9.53693,7
23,1.21116,1,0,2,60.1158,0.51445,1,9.60322,4
24,1.3679,0,0,0,0,0,3,93.1699,2
25,0.719535,0,0,0,0,0,2,35.6673,0
26,0.499626,0,1,2,22.8951,0.206799,0,0,2
27,0.805721,0,1,0,0,0,3,126.213,2
28,2.76,0,2,1,8.68852,0.259771,2,176.886,4
29,3.02359,1,1,2,70.9793,0.234104,4,115.111,2
30,5.24283,0,1,0,0,0,2,324.717,3
31,1.67962,1,0,2,75.0046,0.172256,2,111.918,0
32,1.16265,1,0,4,39.5504,0.518204,1,58.1643,4
33,1.68229,1,0,2,42.8955,0.109766,3,162.047,3
34,0.655697,0,1,0,0,0,2,76.0355,1
35,1.2262,0,1,1,8.67402,0.0900213,2,170.356,1
36,1.24952,2,0,4,46.4461,0.290835,2,122.229,2
37,0.902738,0,2,2,4.95575,0.506889,2,27.5892,6
38,1.50398,0,0,1,1.43838,0.0559857,2,60.8584,6
39,1.26849,0,1,1,10.5734,0.153029,2,90.6334,1
40,2.35021,0,1,2,75.0725,0.178255,3,75.0867,1
41,4.38901,0,4,2,34.093,0.610314,5,196.179,4
42,2.11704,0,2,0,0,0,5,101.845,1
43,4.07763,2,0,4,123.246,0.473589,3,152.09,3
44,1.12958,0,0,1,73.218,0.2873,2,57.4245,3
45,1.56035,0,1,2,5.60639,0.581087,2,77.8439,0
46,2.82071,1,3,3,37.3765,0.344877,5,73.1674,8
47,6.05651,1,3,3,28.6741,0.862553,6,437.265,8
48,2.99156,0,0,1,0,0,3,991.601,19
49,2.38417,0,0,0,0,0,0,0,0
50,0.794088,1,0,2,10.9738,0.364751,2,45.1083,9
51,0.828619,0,1,1,44.7192,0.397468,0,0,3
52,0.788766,1,0,2,4.92795,0.487843,1,57.1387,5
53,1.52949,1,1,2,75.6292,0.201167,2,115.18,4
54,1.34345,1,0,1,42.0216,0.0743955,2,108.341,1
55,1.32664,1,1,3,63.5754,0.167291,4,76.119,3
56,4.50745,1,2,4,38.5362,0.553541,3,243.333,3
57,3.8693,2,1,4,146.167,0.641148,2,278.659,4
58,0.899828,0,1,1,6.62839,0.108244,2,51.2436,1
59,2.95572,0,0,2,49.8369,0.428761,4,231.47,9
60,1.52008,1,0,2,7.06569,0.340834,2,147.065,0
61,1.63985,1,0,2,53.543,0.391186,4,242.202,3
62,1.64078,1,0,2,56.7276,0.179972,2,148.218,1
63,1.92787,0,1,2,4.6441,0.39998,2,116.445,1
64,1.1692,0,1,0,0,0,3,114.174,3
65,1.05946,0,1,1,4.97423,0.22065,2,142.513,15
66,1.09824,0,0,0,0,0,2,204.096,3
67,3.78755,1,1,2,100.289,0.248165,3,200.529,5
68,1.37835,1,1,5,47.9153,0.384357,2,114.335,2
69,3.23459,6,0,2,10.7265,0.118924,1,6.81095,2
70,0.908627,0,1,0,0,0,2,20.7673,2
71,0.869975,0,2,1,4.89292,0.221723,4,21.961,5
72,0.911538,1,0,2,21.1022,0.148239,2,74.6975,1
73,2.27152,1,2,2,55.1775,0.261226,3,85.319,4
74,1.62116,1,1,4,93.4158,0.541442,2,134.507,3
75,1.60362,2,1,5,34.8305,0.805858,4,150.376,3
76,4.53894,2,0,1,9.91297,0.188807,6,442.177,11
77,4.417,3,0,1,123.463,0.185911,1,423.979,6
78,3.78712,1,1,4,80.1237,0.26423,1,475.435,4
79,0.995503,0,0,0,0,0,3,38.9944,3
80,2.47971,4,0,3,83.7681,0.128657,3,29.3659,5
81,0.961475,0,1,0,0,0,1,72.9895,2
82,5.7428,2,0,2,93.0095,0.249916,3,117.654,6
83,1.08954,0,1,2,5.82461,0.184367,3,53.8544,5
84,2.39204,3,6,11,87.6068,0.49935,1,155.093,1
85,0.961944,1,1,1,22.8046,0.146009,3,46.6103,9
86,1.01415,0,2,0,0,0,5,46.7302,3
87,1.3093,0,1,1,3.75218,0.160496,1,128.657,1
88,1.40228,0,1,1,6.06327,0.119715,2,109.372,3
89,1.27082,1,0,2,59.7286,0.193413,2,57.7543,4
90,1.45822,0,0,0,0,0,3,101.219,3
91,1.30413,0,2,1,4.09015,0.0843024,4,133.395,5
92,1.22331,1,0,2,38.3214,0.222707,2,90.0407,1
93,1.12163,0,0,0,0,0,0,0,0
94,1.44597,1,1,2,59.5701,0.161552,3,120.013,3
95,2.60197,1,0,3,46.3074,0.240085,1,411.757,1
96,2.82116,1,3,3,75.6699,0.386466,2,68.9024,6
97,1.29401,0,2,3,11.9598,0.218731,2,49.7347,5
98,1.18603,0,1,1,5.99439,0.461394,1,184.791,2
99,3.36656,2,0,0,0,0,1,399.353,0
100,1.49274,1,1,1,81.3064,0.495929,5,90.0431,4
1,1.4317,0,1,0,0,0,4,97.0081,2
2,1.45673,1,0,1,6.2901,0.0735192,1,12.2163,0
3,1.01293,0,1,0,0,0,2,49.7664,1
4,1.97485,2,0,2,54.5969,0.18882,2,118.551,9
5,0.696899,0,1,2,8.48318,0.1946,1,78.5609,3
6,1.26012,0,0,0,0,0,3,274.222,2
7,0.846384,1,0,2,21.919,0.174672,2,84.1228,1
8,3.9202,0,1,2,126.981,0.517817,1,125.646,2
9,2.28709,1,2,5,35.6568,0.647224,4,142.335,6
10,3.17646,0,1,3,8.97071,0.404616,2,165.138,4
11,1.2886,0,0,0,0,0,1,20.9738,2
12,1.94527,0,1,0,0,0,3,36.9172,2
13,1.18756,0,1,0,0,0,3,78.7534,4
14,1.96491,0,1,1,9.27785,0.189087,6,218.321,8
15,2.43317,2,1,4,126.317,0.296,5,172.526,7
16,2.52306,1,1,3,181.347,0.540284,2,60.8683,0
17,2.9549,0,4,1,0.744383,0.276424,4,66.3943,9
18,4.46663,0,3,1,52.2766,0.19762,5,86.8339,4
19,3.89811,0,3,0,0,0,6,117.547,7
20,1.73641,2,0,3,64.8081,0.284943,2,68.4428,3
21,1.37804,0,1,0,0,0,2,48.1542,9
22,1.75704,1,0,3,10.9649,0.578646,3,516.524,2
23,1.3605,1,1,2,17.4961,0.320115,3,125.282,1
24,2.26234,0,2,0,0,0,5,246.66,1
25,0.873906,0,1,1,5.6138,0.108558,2,92.9385,1
26,1.77132,1,2,0,0,0,2,130.207,5
27,1.22315,0,1,1,23.1425,0.129122,3,83.3732,6
28,1.53074,1,1,2,56.5142,0.121362,2,103.85,2
29,1.08762,1,0,2,17.8578,0.191929,3,62.1933,7
30,3.2932,0,5,0,0,0,2,114.334,0
31,1.41392,1,1,2,109.355,0.216231,1,126.929,3
32,0.81527,0,0,0,0,0,1,84.0215,2
33,1.73828,0,2,3,11.3022,0.6435,3,380.193,7
34,1.26334,0,2,5,49.6142,0.212262,1,72.6775,1
35,1.48688,1,1,1,8.39523,0.25077,3,106.853,1
36,1.0549,2,2,3,78.0159,0.323205,1,84.9621,3
37,1.01359,1,0,2,24.1006,1.04831,1,69.1667,2
38,1.35742,1,1,2,81.1228,0.210756,3,57.3828,1
39,1.53047,0,1,2,33.4384,0.317476,5,103.95,11
40,1.34126,2,0,2,36.4613,0.270866,1,119.279,2
41,1.6224,0,1,0,0,0,4,78.6927,2
42,3.11988,3,3,0,0,0,5,161.723,6
43,0.489117,1,0,1,22.2801,0.180513,1,50.1812,1
44,2.09154,1,2,5,135.422,1.22684,3,205.521,13
45,1.29923,0,0,1,1.02279,0.295912,5,47.7759,5
46,3.51575,1,1,2,122.803,0.25099,3,326.955,3
47,1.24687,2,0,4,66.9107,0.17291,4,47.6347,9
48,2.40633,0,0,4,38.4864,0.582816,2,82.4599,0
49,1.46049,4,0,4,32.8482,0.265004,4,69.0441,7
50,2.44794,1,0,2,70.9275,0.114659,4,449.948,4
51,1.72337,0,2,0,0,0,5,80.2409,1
52,4.22419,2,3,2,37.6494,0.433898,5,52.8806,5
53,1.34939,0,2,2,16.8189,0.201571,3,189.528,3
54,1.35909,1,1,2,29.8898,0.320911,3,48.8992,2
55,4.17488,0,1,1,73.9626,0.0924901,2,129.367,0
56,2.41632,2,0,1,117.887,0.149198,3,152.399,0
57,1.3223,0,1,1,7.95394,0.214721,1,139.287,2
58,1.15455,0,2,3,11.7891,0.388706,2,9.92123,3
59,0.955689,1,0,2,65.4788,0.422217,2,110.082,2
60,2.57385,0,0,1,10.0325,0.166019,4,362.847,7
61,5.56113,1,3,5,26.847,0.35527,2,309.614,6
62,1.17479,2,0,2,41.8448,0.32874,2,144.929,3
63,2.95631,0,1,0,0,0,1,145.071,0
64,1.89848,1,2,3,77.6636,0.426128,2,135.455,10
65,5.50613,0,1,0,0,0,4,38.3426,3
66,1.3734,1,1,2,88.007,0.0735639,4,154.004,2
67,1.38825,0,2,3,13.9714,0.191866,0,0,2
68,2.50172,2,0,3,57.3158,0.144682,2,85.5179,4
69,0.67275,0,1,1,6.85963,0.106887,1,15.1198,4
70,1.25376,1,0,2,90.4482,0.195742,4,93.6545,4
71,1.23968,1,0,2,49.6618,0.209643,2,91.2896,3
72,2.84042,1,1,3,122.007,0.813991,3,294.082,6
73,3.27172,1,1,3,58.1263,0.414266,6,217.131,2
74,1.64641,1,0,3,141.216,0.291697,3,110.093,7
75,0.95921,1,0,2,12.8889,0.59475,0,0,1
76,0.737403,1,0,1,8.03531,0.153038,2,10.5731,2
77,3.13572,0,1,1,32.6871,0.490646,2,219.938,2
78,1.01666,0,1,0,0,0,2,102.751,3
79,1.40681,0,1,0,0,0,4,116.339,2
80,0.98309,0,1,1,24.8846,0.262184,3,30.2407,3
81,1.04053,0,1,1,11.5131,0.117031,3,98.333,1
82,1.89311,1,1,3,123.601,0.299727,3,63.2447,4
83,1.7306,0,1,0,0,0,2,17.919,1
84,1.27951,0,2,1,2.9888,0.448752,1,250.933,4
85,3.0436,2,2,0,0,0,3,198.307,0
86,1.23315,0,1,0,0,0,2,287.301,1
87,1.52512,0,2,4,24.4449,0.471307,4,95.476,3
88,1.73128,3,0,4,31.0206,0.125294,3,186.906,2
89,1.4444,0,1,0,0,0,3,175.32,1
90,1.3078,0,1,0,0,0,3,102.228,5
91,0.796532,1,0,3,40.5341,0.161057,2,108.359,1
92,0.606193,1,0,2,4.308,0.561615,2,10.3458,2
93,1.92626,1,1,4,47.2577,0.265059,3,153.677,4
94,1.93892,0,1,2,105.104,0.288982,4,44.8315,8
95,1.11916,0,1,1,68.35,0.272703,2,37.1856,0
96,2.40831,0,2,4,63.8527,0.426127,2,155.832,2
97,0.958698,0,1,0,0,0,2,131.797,3
98,4.13894,2,0,3,110.31,0.688645,3,177.553,1
99,1.2529,1,0,2,38.8187,0.36146,2,72.0547,1
100,1.11618,0,0,0,0,0,5,40.6516,6
1,1.11446,2,0,3,35.2794,0.471998,5,76.575,3
2,1.32992,0,1,1,3.67496,0.140176,3,211.81,3
3,2.34895,1,0,2,8.03225,0.121228,3,189.988,2
4,1.49487,2,0,3,43.0109,0.236748,2,206.399,2
5,1.87424,2,4,5,53.5448,0.711045,4,105.717,15
6,0.901169,0,1,0,0,0,4,76.5386,0
7,1.95026,0,0,0,0,0,4,489.678,10
8,1.1139,0,0,0,0,0,4,50.7715,6
9,0.678838,0,1,0,0,0,1,57.624,0
10,6.14346,1,0,5,97.7803,0.249009,4,483.705,9
11,2.05227,0,0,3,58.1079,0.537428,2,60.0775,2
12,1.37333,0,0,1,26.0643,0.0852895,1,223.827,2
13,0.974667,2,2,4,56.3948,0.460059,2,88.5147,6
14,3.07353,1,0,1,48.6922,0.323076,3,543.719,5
15,3.04352,0,1,2,11.3004,0.617759,1,107.077,8
16,1.34932,0,1,2,10.1318,0.276324,4,84.1298,12
17,2.30961,1,2,4,36.5676,0.533478,2,14.8831,5
18,2.10035,2,0,1,105.208,0.130501,3,79.3838,3
19,3.28164,0,0,6,47.9745,0.284308,5,146.436,8
20,1.36178,1,0,2,52.1723,0.109958,4,96.5517,2
21,1.25926,0,0,1,11.571,0.11995,4,28.6633,7
22,0.865979,0,1,1,9.84708,0.0546317,2,120.859,1
23,2.04282,0,3,2,14.9567,0.238629,5,244.489,3
24,3.34165,1,1,2,106.854,0.146455,2,54.7863,1
25,3.7933,0,1,0,0,0,2,196.088,1
26,2.8391,2,0,1,0.884383,0.567741,3,5.22128,3
27,1.10284,0,2,2,11.1625,0.125597,3,105.348,5
28,1.5653,1,2,4,81.9373,0.29655,2,41.2537,9
29,0.692135,0,0,0,0,0,1,36.283,2
30,1.42791,0,0,0,0,0,5,23.2477,11
31,0.868807,1,0,1,78.8322,0.102865,1,100.051,1
32,1.76452,1,1,1,83.0515,0.123123,3,64.3513,2
33,1.10138,0,2,1,12.2969,0.12343,5,182.492,4
34,3.9576,0,1,1,110.518,0.206151,4,186.075,9
35,1.27561,0,1,1,16.9986,0.186359,3,128.304,4
36,1.4387,0,4,2,15.7284,0.463025,2,37.3411,1
37,1.18452,1,0,2,28.1379,0.14748,3,84.1367,4
38,3.28164,0,1,0,0,0,7,297.966,1
39,2.40549,0,1,2,10.6974,0.0371,5,76.538,7
40,0.762846,0,1,1,8.2048,0.275337,3,118.614,2
41,4.54766,0,2,3,95.5468,0.288111,4,392.82,1
42,1.5778,1,0,1,67.0983,0.0609727,3,175.007,4
43,0.803982,0,1,1,30.3821,0.254589,1,149.624,2
44,2.59006,0,1,0,0,0,1,555.953,1
45,2.77272,1,1,2,103.742,0.125765,4,95.4983,1
46,4.98508,3,0,2,52.3654,0.0918568,4,247.219,7
47,1.94209,1,0,2,100.869,0.152359,1,6.38385,4
48,1.06943,0,0,0,0,0,3,62.9725,1
49,2.52314,0,1,0,0,0,2,16.2404,3
50,1.37783,0,0,0,0,0,3,70.9549,3
51,1.52474,0,3,2,14.1009,0.142153,2,151.826,4
52,2.47377,1,1,2,30.1198,0.164872,2,314.15,4
53,0.740016,1,0,2,34.7577,0.184151,2,14.9818,2
54,1.08465,0,1,0,0,0,5,123.34,5
55,3.75968,3,2,5,93.7571,0.313293,3,416.385,5
56,3.69356,0,3,5,57.5827,0.467362,4,252.677,3
57,1.10346,0,1,0,0,0,4,96.725,1
58,1.00759,0,1,0,0,0,4,33.6557,4
59,1.15334,0,2,2,21.1355,0.500893,2,35.2336,6
60,1.20234,0,1,0,0,0,4,72.479,0
61,0.469323,0,1,0,0,0,2,35.1653,1
62,1.81865,0,1,1,8.35631,0.161128,4,35.6858,5
63,1.58013,1,1,1,33.3872,0.22693,3,57.676,2
64,2.01088,1,2,2,47.4896,0.146599,4,160.965,2
65,4.56544,0,3,2,22.5732,0.668773,4,94.2917,3
66,0.605605,0,1,1,6.02684,0.535391,1,58.6417,2
67,1.78128,1,0,2,30.6365,0.294921,2,177.628,1
68,2.24467,0,1,1,54.1765,0.119464,0,0,3
69,2.36756,0,2,0,0,0,4,66.8248,2
70,4.45609,1,1,4,93.338,0.253321,3,484.41,2
71,0.52603,0,0,0,0,0,2,45.4442,6
72,2.75708,0,1,0,0,0,3,135.523,1
73,0.757839,0,1,0,0,0,1,2.11138,1
74,1.38135,1,2,6,52.3769,0.338559,2,8.47562,4
75,1.97753,0,2,2,36.7419,0.210661,4,135.848,8
76,1.81604,1,1,2,27.55,0.232061,3,145.279,4
77,1.10397,0,0,0,0,0,0,0,0
78,1.50511,0,4,1,10.1145,0.606948,5,49.2981,14
79,0.809679,0,1,1,28.8048,0.0719112,3,86.674,3
80,1.33808,1,1,2,16.7147,0.181318,3,88.3358,1
81,2.21878,0,1,1,1.25226,0.34126,3,174.539,2
82,1.51974,1,0,0,0,0,1,106.122,0
83,1.70723,0,2,2,11.7286,0.152154,3,382.689,4
84,2.89339,1,2,3,79.7809,0.205015,2,91.0373,1
85,3.58418,1,1,2,53.6956,0.417411,2,65.6341,0
86,1.24452,1,0,1,51.6095,0.100487,2,85.3046,2
87,1.00609,1,0,1,112.091,0.103205,1,108.679,5
88,1.89924,1,0,4,201.248,0.379791,0,0,5
89,1.48385,0,1,0,0,0,2,65.2378,0
90,1.0391,1,0,2,35.4244,0.224483,2,35.6309,5
91,1.37333,1,2,4,35.3759,0.362014,3,72.3514,5
92,2.14552,0,0,0,0,0,0,0,0
93,1.02172,1,1,2,20.8564,0.34583,3,63.7403,2
94,1.88674,0,2,2,9.33656,0.169493,3,42.1459,4
95,4.39316,0,2,1,5.48557,0.274994,4,347.279,2
96,3.43114,0,0,1,1.42103,0.562491,4,219.078,4
97,1.6027,0,0,1,9.99157,0.226326,1,165.432,3
98,2.04064,0,4,5,47.1027,0.537132,2,90.372,2
99,4.51679,1,0,2,94.1342,0.146406,3,409.039,2
100,1.81915,1,1,1,13.9216,0.0729447,3,65.3676,3
1,2.14597,0,1,1,92.2563,0.144106,2,53.9695,1
2,1.01354,0,1,1,2.97016,0.243288,4,82.0279,15
3,3.93941,1,0,5,99.2141,0.319524,2,107.353,9
4,0.933566,1,1,2,23.0952,0.219416,2,24.9494,3
5,1.39092,1,1,2,44.5913,0.294103,3,79.2517,3
6,0.698235,0,1,1,6.59275,0.597766,1,53.0551,2
7,3.5297,2,2,1,103.027,0.120221,5,164.604,9
8,3.0327,1,0,1,82.2771,0.195763,3,105.737,3
9,0.787497,0,1,2,12.23,0.456129,3,36.5657,4
10,1.85877,1,1,4,55.6156,0.370747,4,185.278,5
11,1.31599,0,2,2,48.1907,0.51588,5,36.963,4
12,1.51936,0,1,1,11.0002,0.13266,4,93.9941,2
13,1.37107,0,0,0,0,0,3,317.837,5
14,0.761876,0,1,1,12.6314,0.0816007,1,16.4246,5
15,1.41306,0,1,0,0,0,4,226.344,5
16,1.21886,0,2,1,7.50741,0.783512,1,23.5863,2
17,1.29217,0,1,3,45.5359,0.284228,2,107.297,1
18,2.14439,1,1,2,14.0447,0.120662,2,240.405,2
19,2.1214,0,1,1,4.24076,0.163137,3,221.901,7
20,0.737009,0,1,1,7.20069,0.150874,2,82.454,1
